survey_id,location,site_code,site_name,latitude,longitude,survey_year,taxon,survey_mean,RLS_category,survey_date,number
812305752,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,21.2,NA,27/04/2001,0.26
812305753,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,20,NA,27/04/2001,0.36
812305754,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,1.2,NA,27/04/2001,0.24
812305761,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,62.4,NA,12/09/2001,0
812305762,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,73.6,NA,12/09/2001,0
812305763,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,46.4,NA,12/09/2001,0.38
812305764,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2001,Ecklonia radiata,24.8,NA,12/09/2001,0.74
812305771,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2002,Ecklonia radiata,41.6,NA,5/03/2002,0.06
812305772,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2002,Ecklonia radiata,55.6,NA,5/03/2002,0.26
812305773,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2002,Ecklonia radiata,44.8,NA,5/03/2002,0.16
812305774,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2002,Ecklonia radiata,12.4,NA,5/03/2002,0.72
812317241,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2004,Ecklonia radiata,47.2,NA,22/03/2004,0
812317242,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2004,Ecklonia radiata,53.2,NA,22/03/2004,0.04
812317243,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2004,Ecklonia radiata,10,NA,22/03/2004,0.64
812317244,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2004,Ecklonia radiata,50.8,NA,22/03/2004,0.72
812317251,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2005,Ecklonia radiata,60.8,NA,21/02/2005,0.22
812317252,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2005,Ecklonia radiata,64.8,NA,21/02/2005,0.22
812317253,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2005,Ecklonia radiata,44.8,NA,21/02/2005,0
812317254,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2005,Ecklonia radiata,46,NA,21/02/2005,0
812317261,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,54,NA,9/03/2006,0.66
812317262,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,36,NA,9/03/2006,0.6
812317263,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,29.2,NA,9/03/2006,0
812317264,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,70,NA,9/03/2006,0
812317271,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,25.6,NA,16/09/2006,0.38
812317272,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,84.4,NA,16/09/2006,0.38
812317273,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,76.8,NA,16/09/2006,0.14
812317274,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2006,Ecklonia radiata,56.4,NA,16/09/2006,0.04
812316601,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2007,Ecklonia radiata,17.6,NA,20/03/2007,0
812316602,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2007,Ecklonia radiata,63.6,NA,20/03/2007,0.2
812316603,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2007,Ecklonia radiata,42,NA,20/03/2007,0.26
812316604,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2007,Ecklonia radiata,26,NA,20/03/2007,0.18
812321751,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2008,Ecklonia radiata,66.4,NA,19/03/2008,0.4
812321752,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2008,Ecklonia radiata,39.2,NA,19/03/2008,0.02
812321753,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2008,Ecklonia radiata,44.4,NA,19/03/2008,0.58
812321754,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2008,Ecklonia radiata,28.8,NA,19/03/2008,0.48
812322391,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2009,Ecklonia radiata,30,NA,25/03/2009,0
812322392,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2009,Ecklonia radiata,64,NA,25/03/2009,0.1
812322393,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2009,Ecklonia radiata,53.6,NA,25/03/2009,0.52
812322394,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2009,Ecklonia radiata,43.6,NA,25/03/2009,0.96
812323291,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2010,Ecklonia radiata,22.8,NA,30/04/2010,0.4
812323292,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2010,Ecklonia radiata,42,NA,30/04/2010,0.54
812323293,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2010,Ecklonia radiata,14,NA,30/04/2010,0.34
812323294,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2010,Ecklonia radiata,46,NA,30/04/2010,0
812323631,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2011,Ecklonia radiata,31.2,NA,20/04/2011,0.08
812323632,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2011,Ecklonia radiata,35.2,NA,20/04/2011,0.12
812323633,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2011,Ecklonia radiata,59.2,NA,20/04/2011,0.4
812323634,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2011,Ecklonia radiata,47.6,NA,20/04/2011,0.6
812325011,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2012,Ecklonia radiata,62.8,NA,12/03/2012,0.02
812325012,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2012,Ecklonia radiata,83.2,NA,12/03/2012,0.06
812325013,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2012,Ecklonia radiata,56.4,NA,12/03/2012,0.14
812325014,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2012,Ecklonia radiata,74.4,NA,12/03/2012,1.38
812325941,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2013,Ecklonia radiata,71.2,NA,26/03/2013,0.04
812325942,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2013,Ecklonia radiata,46,NA,26/03/2013,0.6
812325943,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2013,Ecklonia radiata,46.8,NA,26/03/2013,0.58
812325944,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2013,Ecklonia radiata,48.8,NA,26/03/2013,1.46
812326241,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2014,Ecklonia radiata,19.2,NA,6/06/2014,0.1
812326242,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2014,Ecklonia radiata,43.2,NA,6/06/2014,0.04
812326243,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2014,Ecklonia radiata,31.6,NA,6/06/2014,0.9
812326244,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2014,Ecklonia radiata,80,NA,6/06/2014,0.62
812327091,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2015,Ecklonia radiata,26,NA,23/04/2015,0.46
812327092,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2015,Ecklonia radiata,81.6,NA,23/04/2015,0.1
812327093,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2015,Ecklonia radiata,64,NA,23/04/2015,0.6
812327094,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2015,Ecklonia radiata,14,NA,23/04/2015,1.2
812329081,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2016,Ecklonia radiata,17.2,NA,13/04/2016,0
812329082,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2016,Ecklonia radiata,33.6,NA,13/04/2016,0
812329083,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2016,Ecklonia radiata,27.6,NA,13/04/2016,0.04
812329084,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2016,Ecklonia radiata,32.8,NA,13/04/2016,0.36
812328031,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2017,Ecklonia radiata,41.6,NA,22/03/2017,0.02
812328032,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2017,Ecklonia radiata,27.2,NA,22/03/2017,0.06
812328033,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2017,Ecklonia radiata,47.2,NA,22/03/2017,0.2
812328034,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2017,Ecklonia radiata,33.6,NA,22/03/2017,0.96
812331501,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2018,Ecklonia radiata,13.6,NA,8/03/2018,0.02
812331502,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2018,Ecklonia radiata,21.2,NA,8/03/2018,0.02
812331503,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2018,Ecklonia radiata,27.2,NA,8/03/2018,0.38
812331504,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2018,Ecklonia radiata,18.4,NA,8/03/2018,0.52
912352800,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2019,Ecklonia radiata,46.8,NA,11/04/2019,0.22
912352801,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2019,Ecklonia radiata,24.8,NA,11/04/2019,0
912352802,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2019,Ecklonia radiata,35.2,NA,11/04/2019,0.7
912352803,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2019,Ecklonia radiata,17.6,NA,11/04/2019,0.8
912353717,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2020,Ecklonia radiata,21.6,NA,25/02/2020,0
912353718,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2020,Ecklonia radiata,55.2,NA,25/02/2020,0.02
912353719,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2020,Ecklonia radiata,41.6,NA,25/02/2020,0.44
912353720,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2020,Ecklonia radiata,32.8,NA,25/02/2020,0.64
923400715,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2021,Ecklonia radiata,62,NA,10/03/2021,0.6
923400725,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2021,Ecklonia radiata,73.6,NA,10/03/2021,0.12
923400727,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2021,Ecklonia radiata,21.2,NA,10/03/2021,0
923400729,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2021,Ecklonia radiata,30,NA,10/03/2021,0
923401644,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2022,Ecklonia radiata,23.2,NA,11/03/2022,0.48
923401648,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2022,Ecklonia radiata,41.6,NA,11/03/2022,0
923401669,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2022,Ecklonia radiata,14,NA,11/03/2022,0.4
923401674,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2022,Ecklonia radiata,52,NA,11/03/2022,0
923402775,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2023,Ecklonia radiata,55.2,NA,17/04/2023,0
923402778,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2023,Ecklonia radiata,22,NA,17/04/2023,0.08
923402799,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2023,Ecklonia radiata,12,NA,17/04/2023,0.02
923402803,Maria Island,MIR-S11,Ile du Nord,-42.5623,148.06735,2023,Ecklonia radiata,38.4,NA,17/04/2023,0.26
812303431,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,12,NA,24/03/1992,0
812303432,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,1.6,NA,24/03/1992,0
812303433,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,6,NA,24/03/1992,0
812303434,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,5.6,NA,24/03/1992,0
812303441,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,0,NA,13/08/1992,0
812303442,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,12,NA,13/08/1992,0
812303443,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,5.2,NA,13/08/1992,0
812303444,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1992,Ecklonia radiata,21.2,NA,13/08/1992,0
812303451,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,4,NA,28/05/1993,0
812303452,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,0.4,NA,28/05/1993,0
812303453,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,6.4,NA,28/05/1993,0
812303454,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,0,NA,28/05/1993,0
812303461,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,15.6,NA,17/09/1993,0
812303462,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,0,NA,17/09/1993,0
812303463,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,13.2,NA,17/09/1993,0
812303464,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,1993,Ecklonia radiata,10.8,NA,17/09/1993,0
812317641,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,2006,Ecklonia radiata,8.8,NA,15/03/2006,0
812317642,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,2006,Ecklonia radiata,18.4,NA,15/03/2006,0
812317643,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,2006,Ecklonia radiata,0,NA,15/03/2006,0
812317644,Maria Island,TAS254,Lachlan Island,-42.64348,147.98036,2006,Ecklonia radiata,7.6,NA,15/03/2006,0
812303261,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,35.6,NA,23/03/1992,0
812303262,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,47.2,NA,23/03/1992,0.02
812303263,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,8.4,NA,23/03/1992,0
812303264,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,28,NA,23/03/1992,0
812303271,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,33.6,NA,7/09/1992,0.02
812303272,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,32.8,NA,7/09/1992,0.02
812303273,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,7.6,NA,7/09/1992,0
812303274,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1992,Ecklonia radiata,17.6,NA,7/09/1992,0
812303281,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,71.2,NA,1/06/1993,0
812303282,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,22.8,NA,1/06/1993,0.02
812303283,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,26.8,NA,1/06/1993,0.02
812303284,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,58.8,NA,1/06/1993,0.02
812303291,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,58,NA,14/09/1993,0
812303292,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,66.4,NA,14/09/1993,0
812303293,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,43.2,NA,14/09/1993,0
812303294,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1993,Ecklonia radiata,57.2,NA,14/09/1993,0
812306551,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1995,Ecklonia radiata,39.6,NA,30/05/1995,0.04
812306552,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1995,Ecklonia radiata,48.8,NA,30/05/1995,0.02
812306553,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1995,Ecklonia radiata,48.8,NA,30/05/1995,0.02
812306554,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1995,Ecklonia radiata,19.6,NA,30/05/1995,0
812306561,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1996,Ecklonia radiata,59.2,NA,26/03/1996,0
812306562,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1996,Ecklonia radiata,37.2,NA,26/03/1996,0
812306563,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1996,Ecklonia radiata,28.4,NA,26/03/1996,0
812306564,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1996,Ecklonia radiata,32.8,NA,26/03/1996,0.02
812306571,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,38,NA,15/04/1997,0
812306572,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,26.8,NA,15/04/1997,0
812306573,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,24.4,NA,15/04/1997,0
812306574,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,78,NA,15/04/1997,0
812306581,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,59.2,NA,10/09/1997,0
812306582,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,60,NA,10/09/1997,0.02
812306583,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,62,NA,10/09/1997,0.02
812306584,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1997,Ecklonia radiata,36,NA,10/09/1997,0.02
812306591,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1998,Ecklonia radiata,11.6,NA,12/05/1998,0
812306592,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1998,Ecklonia radiata,28.4,NA,12/05/1998,0
812306593,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1998,Ecklonia radiata,48,NA,12/05/1998,0
812306594,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1998,Ecklonia radiata,35.6,NA,12/05/1998,0
812306601,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,41.2,NA,8/04/1999,0.02
812306602,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,41.2,NA,8/04/1999,0
812306603,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,25.2,NA,8/04/1999,0.02
812306604,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,14,NA,8/04/1999,0.04
812306611,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,18,NA,12/10/1999,0
812306612,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,64.4,NA,12/10/1999,0
812306613,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,36.8,NA,12/10/1999,0
812306614,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,1999,Ecklonia radiata,40,NA,12/10/1999,0
812306621,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,22,NA,20/03/2000,0
812306622,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,50,NA,20/03/2000,0.02
812306623,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,28.8,NA,20/03/2000,0
812306624,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,47.6,NA,20/03/2000,0.02
812306631,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,60.4,NA,26/09/2000,0.04
812306632,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,36.4,NA,26/09/2000,0
812306633,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,45.6,NA,26/09/2000,0
812306634,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2000,Ecklonia radiata,58,NA,26/09/2000,0.02
812306641,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,63.2,NA,5/04/2001,0
812306642,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,47.2,NA,5/04/2001,0
812306643,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,38.8,NA,5/04/2001,0.02
812306644,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,34.4,NA,5/04/2001,0
812306651,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,67.2,NA,19/09/2001,0
812306652,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,67.2,NA,19/09/2001,0
812306653,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,64.8,NA,19/09/2001,0
812306654,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2001,Ecklonia radiata,45.6,NA,19/09/2001,0.02
812306661,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2002,Ecklonia radiata,25.6,NA,5/03/2002,0
812306662,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2002,Ecklonia radiata,36.8,NA,5/03/2002,0.02
812306663,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2002,Ecklonia radiata,40,NA,5/03/2002,0
812306664,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2002,Ecklonia radiata,49.6,NA,5/03/2002,0
812317521,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2004,Ecklonia radiata,30.4,NA,23/03/2004,0.02
812317522,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2004,Ecklonia radiata,32.4,NA,23/03/2004,0.04
812317523,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2004,Ecklonia radiata,18.8,NA,23/03/2004,0
812317524,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2004,Ecklonia radiata,17.2,NA,23/03/2004,0.04
812317531,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2005,Ecklonia radiata,6,NA,22/02/2005,0
812317532,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2005,Ecklonia radiata,38,NA,22/02/2005,0
812317533,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2005,Ecklonia radiata,80,NA,22/02/2005,0
812317534,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2005,Ecklonia radiata,33.6,NA,22/02/2005,0.04
812317541,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,48,NA,9/03/2006,0
812317542,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,34,NA,9/03/2006,0
812317543,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,41.6,NA,9/03/2006,0.02
812317544,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,46,NA,9/03/2006,0.1
812317551,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,8.4,NA,3/10/2006,0
812317552,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,2.4,NA,3/10/2006,0.02
812317553,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,38.8,NA,3/10/2006,0.02
812317554,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2006,Ecklonia radiata,43.6,NA,3/10/2006,0.04
812316671,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2007,Ecklonia radiata,38,NA,28/02/2007,0.02
812316672,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2007,Ecklonia radiata,40.4,NA,28/02/2007,0
812316673,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2007,Ecklonia radiata,33.6,NA,28/02/2007,0.04
812316674,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2007,Ecklonia radiata,13.2,NA,28/02/2007,0.08
812321821,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2008,Ecklonia radiata,14.8,NA,14/04/2008,0
812321822,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2008,Ecklonia radiata,30.4,NA,14/04/2008,0
812321823,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2008,Ecklonia radiata,46,NA,14/04/2008,0.06
812321824,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2008,Ecklonia radiata,37.2,NA,14/04/2008,0.06
812322461,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2009,Ecklonia radiata,6.4,NA,8/04/2009,0.02
812322462,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2009,Ecklonia radiata,61.2,NA,8/04/2009,0
812322463,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2009,Ecklonia radiata,62.4,NA,8/04/2009,0
812322464,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2009,Ecklonia radiata,50.4,NA,8/04/2009,0
812323361,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2010,Ecklonia radiata,52.8,NA,9/05/2010,0.02
812323362,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2010,Ecklonia radiata,62.8,NA,9/05/2010,0
812323363,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2010,Ecklonia radiata,42.4,NA,9/05/2010,0.02
812323364,Maria Island,MIR-S7,Magistrates Point North,-42.58268,148.0546,2010,Ecklonia radiata,50.4,NA,9/05/2010,0.02
